TIMESTAMP_START,TIMESTAMP_END,Site,Net Radiation,Latent Heat,Sensible Heat,Soil Heat Flux,Air Temp,Soil Temp,CO2 Flux,
20090101,20090107,AR1,-9999,76.9667,23.7968,-9999,-9999,-9999,1.99559,
20090108,20090114,AR1,-9999,80.6403,25.5486,-9999,-9999,-9999,1.9836,
20090115,20090121,AR1,-9999,78.2034,23.7495,-9999,-9999,-9999,1.93444,
20090122,20090128,AR1,-9999,76.9667,23.7968,-9999,-9999,-9999,1.99559,
20090129,20090204,AR1,-9999,80.6403,25.5486,15.1465,-9999,-9999,1.9836,
20090205,20090211,AR1,-9999,78.2034,23.7495,13.4705,-9999,-9999,1.93444,
20090212,20090218,AR1,-9999,76.9667,23.7968,11.6203,-9999,-9999,1.99559,
20090219,20090225,AR1,-9999,80.6403,25.5486,13.4041,-9999,-9999,1.9836,
20090226,20090304,AR1,-9999,78.2034,23.7495,13.4705,-9999,-9999,1.93444,
20090305,20090311,AR1,-9999,76.9667,23.7968,11.6203,-9999,-9999,1.99559,
20090312,20090318,AR1,-9999,80.6403,25.5486,13.4041,-9999,-9999,1.9836,
20090319,20090325,AR1,-9999,78.2034,23.7495,13.4705,-9999,-9999,1.93444,
20090326,20090401,AR1,-9999,76.9667,23.7968,11.6203,-9999,-9999,1.99559,
20090402,20090408,AR1,-9999,80.6403,25.5486,13.4041,-9999,-9999,1.9836,
20090409,20090415,AR1,-9999,78.2034,23.7495,13.4705,-9999,-9999,1.93444,
20090416,20090422,AR1,-9999,76.9667,23.7968,11.6203,17.936,18.34,1.99559,
20090423,20090429,AR1,-9999,83.5473,27.3009,16.2408,18.316,18.146,1.87262,
20090430,20090506,AR1,-9999,60.6911,12.4765,1.3329,13.744,15.263,1.06874,
20090507,20090513,AR1,-9999,102.747,21.5661,7.62544,18.102,19.743,-1.63778,
20090514,20090520,AR1,-9999,129.961,21.6496,6.95521,18.034,20.485,-1.09979,
20090521,20090527,AR1,-9999,108.26,38.0597,8.92161,19.424,23.085,-1.10806,
20090528,20090603,AR1,-9999,114.178,43.3389,13.9161,22.224,24.652,-1.68458,
20090604,20090610,AR1,120.9045308,87.9449,29.1259,13.0109,23.36,25.854,-1.35647,
20090611,20090617,AR1,128.7182083,85.7418,41.9895,12.6545,24.889,26.8,-0.550392,
20090618,20090624,AR1,124.6899498,98.0162,42.025,14.2667,28.671,30.104,-0.145373,
20090625,20090701,AR1,144.8673832,102.183,48.2531,12.9911,28.243,30.822,0.91582,
20090702,20090708,AR1,128.1424961,78.8929,68.5811,10.0929,26.723,30.617,-0.0338805,
20090709,20090715,AR1,115.3114057,68.6156,59.1084,17.856,33.058,34.95,0.742017,
20090716,20090722,AR1,120.6286616,77.1877,57.6787,0.553221,24.605,29.044,1.13817,
20090723,20090729,AR1,116.8144775,47.2078,66.2618,8.97845,25.918,30.997,0.967739,
20090730,20090805,AR1,125.162949,48.8749,86.6184,7.25606,26.315,29.767,1.07391,
20090806,20090812,AR1,105.2001905,29.3947,93.3076,6.88149,28.219,32.429,1.12963,
20090813,20090819,AR1,98.51453221,52.1118,78.8806,3.67825,26.149,30.602,2.09882,
20090820,20090826,AR1,130.2231701,100.942,36.399,2.40706,25.377,27.095,0.713742,
20090827,20090902,AR1,104.7739755,53.5026,55.9285,7.00739,21.792,27.139,0.0870612,
20090903,20090909,AR1,76.91629476,23.5287,67.5907,8.75328,23.013,28.197,1.17597,
20090910,20090916,AR1,68.78689583,39.9459,40.6297,-4.66651,20.015,24.502,2.31621,
20090917,20090923,AR1,75.789625,25.7173,62.2928,-3.32868,17.907,21.958,1.63746,
20090924,20090930,AR1,61.17097385,22.263,52.9611,3.39516,18.391,20.364,1.18459,
20091001,20091007,AR1,49.23497647,17.9914,40.3383,-6.79217,12.59,18.119,0.808127,
20091008,20091014,AR1,-9999,34.2291,18.0941,-11.9594,8.08,12.704,1.20287,
20091015,20091021,AR1,79.059432,42.5402,33.7696,-1.23852,12.635,12.819,1.60913,
20091022,20091028,AR1,-9999,38.8872,16.2989,-3.64737,11.087,10.335,1.15434,
20091029,20091104,AR1,35.59527083,43.0098,16.0453,-3.76261,10.865,10.23,0.831139,
20091105,20091111,AR1,25.93071528,22.7184,8.39879,3.91196,16.017,14.189,1.00549,
20091112,20091118,AR1,9.370083333,23.6033,7.82245,-8.86446,8.852,10.583,0.586229,
20091119,20091125,AR1,22.00787847,18.1126,22.464,-4.1274,6.81,7.795,-0.00779736,
20091126,20091202,AR1,8.468958333,15.3044,12.2266,-3.71439,7.139,7.225,-0.000640671,
20091203,20091209,AR1,2.217520833,9.50737,24.1125,-12.4656,-4.427,1.499,0.122245,
20091210,20091216,AR1,9.362621528,9.53773,11.491,-1.62412,0.43,0.678,0.308699,
20091217,20091223,AR1,10.47670139,8.28268,11.3707,-0.41431,4.086,3.628,-0.211914,
20091224,20091231,AR1,10.1853869,16.3232,21.471,-5.0056,-1.274,1.178,0.0445047,
20100101,20100107,AR1,8.889128472,7.82994,25.3497,-9.12554,-4.697,-0.103,-0.00128901,
20100108,20100114,AR1,11.11305208,4.45141,16.7209,0.69936,-0.422,-0.621,0.262128,
20100115,20100121,AR1,17.1155625,7.94175,18.3975,2.84532,4.285,3.793,0.0464562,
20100122,20100128,AR1,22.75665625,25.9211,16.5784,-2.68974,4.309,4.799,0.305826,
20100129,20100204,AR1,4.713190972,4.79241,2.66278,-4.71527,-2.717,1.528,0.371988,
20100205,20100211,AR1,18.4799683,21.6745,10.683,-4.4449,-1.062,1.196,0.213288,
20100212,20100218,AR1,47.28241667,30.4659,29.4901,1.26146,2.425,1.414,0.267186,
20100219,20100225,AR1,28.47251042,23.2473,26.3333,-2.7128,-0.784,1.917,0.112329,
20100226,20100304,AR1,50.00155208,33.4644,27.9939,4.91047,4.641,4.585,-0.0690428,
20100305,20100311,AR1,31.80242014,28.7936,15.7943,2.45433,8.812,8.719,0.136841,
20100312,20100318,AR1,65.48561111,41.7625,43.431,2.70126,6.873,7.518,-0.617126,
20100319,20100325,AR1,54.68465278,56.6301,30.7587,0.109086,6.079,6.888,-0.852275,
20100326,20100401,AR1,82.73460069,61.5269,28.0437,8.07977,15.317,11.214,0.110773,
20100402,20100408,AR1,88.93438889,67.5545,37.5475,4.07014,15.217,14.966,-0.406912,
20100409,20100415,AR1,83.15503472,19.5534,70.0838,8.90674,18.092,17.473,1.43787,
20100416,20100422,AR1,53.98435417,51.3529,28.4989,0.508509,12.581,15.076,1.93227,
20100423,20100429,AR1,107.4135267,67.2932,67.6773,4.53489,15.879,16.263,2.09339,
20100430,20100506,AR1,113.3736574,33.1444,86.4054,7.30325,17.65,20.256,1.31707,
20100507,20100513,AR1,108.5359108,54.4735,94.7593,4.43651,15.453,20.679,1.47201,
20100514,20100520,AR1,108.201941,73.1733,60.2503,2.98898,16.391,20.054,1.72111,
20100521,20100527,AR1,112.2662894,101.053,44.2396,8.85079,22.327,22.667,1.93248,
20100528,20100603,AR1,144.6907431,110.768,49.0332,9.27936,24.598,26.38,0.331578,
20100604,20100610,AR1,133.114884,124.968,28.7693,11.1125,26.633,29.053,-1.39149,
20100611,20100617,AR1,128.4305215,135.616,23.1453,5.53869,25.293,27.781,-1.44715,
20100618,20100624,AR1,157.2251563,139.485,24.2483,10.7853,28.677,29.2,-1.23429,
20100625,20100701,AR1,150.9851794,92.8404,52.9382,10.1507,26.642,29.267,-1.46101,
20100702,20100708,AR1,104.6999306,105.547,24.1864,-0.650061,23.799,26.26,-0.461837,
20100709,20100715,AR1,162.5466806,132.361,38.7546,7.11966,27.011,27.686,-3.68887,
20100716,20100722,AR1,144.637125,130.578,34.4498,9.6109,29.593,29.009,-3.94623,
20100723,20100729,AR1,115.8767107,128.925,22.7421,2.84,26.674,27.88,-3.05893,
20100730,20100805,AR1,150.3146076,152.181,0.901111,4.73193,29.718,28.632,-3.5244,
20100806,20100812,AR1,145.5826701,133.992,18.7275,4.6926,29.874,29.243,-3.92043,
20100813,20100819,AR1,109.8709905,85.4675,40.5539,1.47178,26.253,28.5,-0.263032,
20100820,20100826,AR1,119.3351076,49.6246,66.965,3.13392,25.233,28.037,-0.206917,
20100827,20100902,AR1,101.2016319,40.2853,71.2404,8.45172,27.006,28.623,0.121805,
20100903,20100909,AR1,84.28979861,44.1984,66.1708,3.105,23.259,27.348,0.934599,
20100910,20100916,AR1,95.36342708,32.1918,55.2569,1.67183,25.281,27.241,0.323725,
20100917,20100923,AR1,94.94724653,83.9809,18.8439,0.623363,24.99,25.329,-0.720808,
20100924,20100930,AR1,90.61513889,71.5908,41.4426,-5.24988,18.917,21.783,-1.9103,
20101001,20101007,AR1,74.52648958,47.1353,41.7517,-1.47294,17.258,19.383,-1.60457,
20101008,20101014,AR1,51.91052778,29.5072,40.7947,-1.24123,16.878,19.494,-0.375356,
20101015,20101021,AR1,49.83882292,26.0812,28.3283,1.59619,19.124,19.486,0.220851,
20101022,20101028,AR1,29.22590972,38.6574,12.9644,-6.80696,14.268,16.063,0.515235,
20101029,20101104,AR1,33.24798264,23.291,30.9291,-4.73187,11.6,12.714,0.395011,
20101105,20101111,AR1,19.08265278,16.2386,13.0308,-1.42725,12.206,12.222,0.60695,
20101112,20101118,AR1,4.355417258,22.2592,7.84266,-8.67453,4.975,8.617,0.416673,
20101119,20101125,AR1,7.130201389,20.2813,5.26162,-4.02563,8.298,8.792,0.538144,
20101126,20101202,AR1,3.474013889,15.0696,12.7684,-7.08775,4.112,5.277,0.477265,
20101203,20101209,AR1,12.89068418,11.7309,12.6833,-4.65594,3.593,4.661,0.477864,
20101210,20101216,AR1,8.563996528,14.8858,14.494,-6.87139,1.375,2.834,0.378948,
20101217,20101223,AR1,13.88375139,11.6108,12.1897,-3.27259,2.255,3.558,0.251181,
20101224,20101231,AR1,10.12722024,14.1989,16.5304,-3.90335,1.912,2.981,0.273525,
20110101,20110107,AR1,6.958135417,9.57954,12.8889,-5.35285,0.797,0.932,0.103868,
20110108,20110114,AR1,-6.586996528,17.0301,13.1559,-6.34788,-3.922,0.641,-0.0695877,
20110115,20110121,AR1,17.35980556,10.7352,15.2683,-2.01851,0.827,1.951,-0.31588,
20110122,20110128,AR1,18.34145486,8.52299,18.3033,-0.825327,3.451,2.107,0.145559,
20110129,20110204,AR1,6.640524306,10.2837,19.6342,-8.70069,-5.788,1.742,0.375725,
20110205,20110211,AR1,6.687114583,8.42761,-0.87899,-1.4247,-3.499,0.525,0.141641,
20110212,20110218,AR1,33.11507462,22.7112,2.85617,6.09121,10.354,4.384,0.501998,
20110219,20110225,AR1,41.77756597,17.4834,31.9849,-1.3511,6.477,8.181,0.401837,
20110226,20110304,AR1,49.43027083,17.3483,37.4614,2.75718,8.808,8.5,0.27725,
20110305,20110311,AR1,51.91240625,24.1369,38.4644,-0.0850833,7.742,8.829,0.201224,
20110312,20110318,AR1,64.82082639,21.9891,52.4296,4.06946,10.997,11.777,0.218858,
20110319,20110325,AR1,68.01313542,20.5502,56.9601,3.72407,14.245,15.654,0.327025,
20110326,20110401,AR1,40.94344097,13.7547,41.2469,-2.48007,6.217,10.917,0.0916863,
20110402,20110408,AR1,94.03919097,30.6872,56.9676,9.29475,17.769,17.083,-0.0353631,
20110409,20110415,AR1,99.68280208,40.0425,65.3458,3.52232,16.99,19.488,-1.35502,
20110416,20110422,AR1,94.98018403,35.6781,57.6542,5.54511,15.701,19.187,-1.72995,
20110423,20110429,AR1,71.72795486,42.5749,38.7744,-2.17497,13.112,16.758,-0.860791,
20110430,20110506,AR1,113.0756268,52.2842,54.3538,-1.31614,14.777,17.257,-1.64294,
20110507,20110513,AR1,101.0066842,44.8763,46.0537,4.32259,22.177,23.119,-0.414328,
20110514,20110520,AR1,128.9282292,29.3759,94.6546,4.60919,17.174,22.013,-0.153762,
20110521,20110527,AR1,119.5979212,27.0411,84.9116,6.26292,22.321,25.095,0.597425,
20110528,20110603,AR1,112.0687178,19.7386,92.6582,11.2984,26.643,28.661,1.4758,
20110604,20110610,AR1,106.4916944,15.373,89.879,12.9116,29.285,32.004,1.49756,
20110611,20110617,AR1,140.5438475,80.3782,31.2455,-1.16424,27.971,28.223,1.71449,
20110618,20110624,AR1,123.187915,43.4801,70.1333,7.68324,28.362,31.226,1.06784,
20110625,20110701,AR1,135.7905972,39.6499,85.3585,6.292,30.514,32.588,1.80485,
20110702,20110708,AR1,120.256382,27.9145,73.824,5.55092,29.697,31.836,1.25078,
20110709,20110715,AR1,109.8303646,17.9844,88.335,11.7875,32.043,34.81,1.38227,
20110716,20110722,AR1,120.0296734,13.837,102.706,10.3491,32.938,36.968,1.50451,
20110723,20110729,AR1,119.5979419,50.4418,49.1078,-3.77432,31.468,31.862,2.9801,
20110730,20110805,AR1,114.9320039,48.0042,55.4666,-1.50816,31.71,31.433,1.8697,
20110806,20110812,AR1,114.4663257,29.6977,72.967,-1.67157,27.854,30.89,1.53757,
20110813,20110819,AR1,119.7544789,44.7042,56.1685,-0.706128,29.29,29.606,1.1474,
20110820,20110826,AR1,92.88191393,16.7361,60.6476,6.82489,30.322,31.218,0.839016,
20110827,20110902,AR1,100.4892982,9.70651,75.2412,8.19376,31.792,33.328,0.929039,
20110903,20110909,AR1,79.28532986,5.89982,79.6189,-3.18745,20.692,28.333,0.631756,
20110910,20110916,AR1,83.4623352,17.2039,67.7828,-4.20915,20.779,26.265,0.791965,
20110917,20110923,AR1,87.53625369,20.7948,62.7528,-3.44818,20.433,24.09,0.936365,
20110924,20110930,AR1,81.64935069,19.087,60.4669,-5.6351,20.409,22.102,0.594142,
20111001,20111007,AR1,57.01458814,9.4408,51.053,2.64634,21.457,22.357,0.902877,
20111008,20111014,AR1,33.19409057,26.1714,19.6473,-9.00301,15.841,17.458,1.25251,
20111015,20111021,AR1,59.70063542,19.7541,49.2808,-9.51377,13.756,15.128,0.367334,
20111022,20111028,AR1,43.52167472,15.5687,38.1926,-6.06379,13.656,15.188,0.458502,
20111029,20111104,AR1,26.89820833,12.0182,31.3067,-7.29089,10.467,12.001,0.507316,
20111105,20111111,AR1,17.72376389,14.0625,13.297,-7.56014,8.149,8.771,0.547351,
20111112,20111118,AR1,9.325375,13.064,4.44008,-4.62312,10.49,8.944,0.595934,
20111119,20111125,AR1,15.10042361,12.9152,7.30297,-3.58492,7.686,8.029,0.382468,
20111126,20111202,AR1,12.03388059,18.7829,15.1918,-10.8362,3.885,5.361,0.0236081,
20111203,20111209,AR1,18.90210069,11.8915,22.1047,-9.24618,-1.692,1.929,0.137653,
20111210,20111216,AR1,14.77261111,9.90419,9.58869,-1.56849,4.346,4.374,-0.013552,
20111217,20111223,AR1,5.994065972,10.2957,9.45063,-6.73392,2.542,4.051,0.0149301,
20111224,20111231,AR1,16.10133929,11.3124,7.71863,-3.6657,4.994,2.769,-0.0985021,
20120101,20120107,AR1,9.179361111,10.7661,10.1955,-5.34157,5.839,3.961,-0.17324,
20120108,20120114,AR1,13.83863889,8.56977,22.544,-7.6038,1.961,2.092,-0.206257,
20120115,20120121,AR1,17.20913889,8.29552,18.1241,-3.91302,3.485,3.442,-0.0901803,
20120122,20120128,AR1,28.73810764,20.366,16.9609,-2.67474,5.835,4.535,-0.0373502,
20120129,20120204,AR1,24.53247222,19.6862,11.2086,-2.122,8.166,6.401,-0.179138,
20120205,20120211,AR1,18.89059375,21.2566,20.6385,-9.30897,-1.244,2.997,0.100745,
20120212,20120218,AR1,42.55584028,18.6896,20.6403,-2.62031,2.608,3.102,-0.0291391,
20120219,20120225,AR1,52.10969097,31.4469,26.3616,-2.15527,7.565,5.893,0.109762,
20120226,20120303,AR1,58.19619097,32.1081,30.6826,-1.54231,9.718,8.185,-0.221782,
20120304,20120310,AR1,67.23699158,36.6884,35.7498,-0.765452,10.535,9.369,-0.0336546,
20120311,20120317,AR1,80.28699653,44.859,28.9279,6.76408,17.483,13.604,0.691035,
20120318,20120324,AR1,54.56509168,54.3175,17.2077,-1.78404,12.42,13.512,-1.15365,
20120325,20120331,AR1,108.3516353,85.4779,10.2901,7.19603,19.923,16.865,-0.43114,
20120401,20120407,AR1,72.3300631,81.1924,2.70597,-2.46071,15.37,16.243,-1.55648,
20120408,20120414,AR1,81.89718056,70.0051,7.04386,2.98465,16.157,16.289,-2.77977,
20120415,20120421,AR1,122.7831662,77.2229,5.60087,-1.87339,15.321,16.16,-2.87476,
20120422,20120428,AR1,141.3062847,127.335,7.0756,2.77166,19.73,17.481,-2.7464,
20120429,20120505,AR1,142.8761424,130.661,1.36056,6.21871,23.436,20.588,-3.44211,
20120506,20120512,AR1,109.222356,104.007,5.82012,-0.505378,17.733,19.581,-2.18563,
20120513,20120519,AR1,128.5412847,127.212,3.28844,6.9559,22.03,21.375,-2.16597,
20120520,20120526,AR1,126.6811146,122.471,3.49816,9.22944,24.229,25.247,-3.4005,
20120527,20120602,AR1,119.9545369,114.83,16.7181,1.67818,21.995,25.222,-2.22503,
20120603,20120609,AR1,123.6893438,94.0824,32.9428,3.32811,23.362,25.114,-1.75478,
20120610,20120616,AR1,137.8316528,50.3514,83.1691,4.09758,25.47,26.551,0.971559,
20120617,20120623,AR1,131.4275611,39.5278,89.357,3.14697,27.025,26.978,1.14699,
20120624,20120630,AR1,127.2818924,42.0921,97.7171,11.4172,32.834,30.388,1.20301,
20120701,20120707,AR1,124.986191,39.8708,94.0827,11.5213,30.555,32.202,1.23931,
20120708,20120714,AR1,116.6659688,35.9492,79.0276,3.49958,27.329,30.354,1.19102,
20120715,20120721,AR1,125.6608472,40.446,92.0013,11.3502,31.269,32.648,1.15102,
20120722,20120728,AR1,126.5432083,40.8783,83.653,9.3211,31.219,33.983,1.1935,
20120729,20120804,AR1,112.4063679,39.214,81.3907,10.3516,33.549,35.575,1.30019,
20120805,20120811,AR1,128.0029883,36.1686,80.7536,-3.46735,27.766,29.912,1.19853,
20120812,20120818,AR1,105.9731188,30.7062,68.0066,-1.49506,24.299,27.165,1.09069,
20120819,20120825,AR1,108.3765356,42.6187,69.8312,1.50386,23.539,25.463,1.5583,
20120826,20120901,AR1,135.6389757,45.2389,75.6632,-0.726616,25.617,25.824,0.93184,
20120902,20120908,AR1,115.7636447,37.8409,69.7059,-0.713488,26.76,26.419,1.08503,
20120909,20120915,AR1,75.69863889,34.2737,56.2362,-3.98632,20.349,22.616,1.30896,
20120916,20120922,AR1,98.79994444,40.1095,55.6184,-1.48705,20.985,21.502,0.252327,
20120923,20120929,AR1,71.23569444,25.2829,39.68,-0.632262,20.961,21.995,0.312048,
20120930,20121006,AR1,80.95013889,38.746,46.2039,-5.49195,14.151,18.619,-0.0513116,
20121007,20121013,AR1,62.61745833,24.2553,43.9176,-2.18238,13.845,15.719,0.593655,
20121014,20121020,AR1,60.21828819,41.0806,28.9075,-3.32721,17.1,16.771,0.392917,
20121021,20121027,AR1,40.70826189,26.6452,28.1609,-3.02568,14.762,16.422,0.267402,
20121028,20121103,AR1,42.22821181,18.1933,28.1205,-2.15545,14.071,13.613,-0.0505361,
20121104,20121110,AR1,34.55297222,13.6597,27.6966,-0.499643,15.461,13.595,0.347653,
20121111,20121117,AR1,25.46303125,18.3133,26.217,-5.9836,7.131,10.692,0.250107,
20121118,20121124,AR1,18.51419444,13.7078,14.6476,-1.94511,12.461,11.54,0.280736,
20121125,20121201,AR1,17.38547569,8.45717,24.6374,-3.58882,7.401,8.762,-0.138709,
20121202,20121208,AR1,7.238840278,7.61165,11.5408,-2.09554,8.86,9.529,-0.0705301,
20121209,20121215,AR1,2.339402778,9.33733,6.05628,-2.88837,5.064,7.326,0.241705,
20121216,20121222,AR1,5.088328014,10.7096,8.25828,-4.08882,5.476,6.992,0.330166,
20121223,20121231,AR1,10.5909349,8.30785,13.6483,-5.88553,-3.197,3.053,0.413032,
20090101,20090107,AR2,-9999,65.3157,17.874,-9999,-9999,-9999,1.17455,
20090108,20090114,AR2,-9999,66.4569,16.5594,-9999,-9999,-9999,1.18515,
20090115,20090121,AR2,-9999,66.7204,16.5567,-9999,-9999,-9999,1.22599,
20090122,20090128,AR2,-9999,65.3157,17.874,-9999,-9999,-9999,1.17455,
20090129,20090204,AR2,-9999,66.4569,16.5594,6.59777,-9999,-9999,1.18515,
20090205,20090211,AR2,-9999,66.7204,16.5567,7.47336,-9999,-9999,1.22599,
20090212,20090218,AR2,-9999,65.3157,17.874,4.71684,-9999,-9999,1.17455,
20090219,20090225,AR2,-9999,66.4569,16.5594,5.31581,-9999,-9999,1.18515,
20090226,20090304,AR2,-9999,66.7204,16.5567,7.47336,-9999,-9999,1.22599,
20090305,20090311,AR2,-9999,65.3157,17.874,4.71684,-9999,-9999,1.17455,
20090312,20090318,AR2,-9999,66.4569,16.5594,5.31581,-9999,-9999,1.18515,
20090319,20090325,AR2,-9999,66.7204,16.5567,7.47336,-9999,-9999,1.22599,
20090326,20090401,AR2,-9999,65.3157,17.874,4.71684,-9999,-9999,1.17455,
20090402,20090408,AR2,-9999,66.4569,16.5594,5.31581,-9999,-9999,1.18515,
20090409,20090415,AR2,-9999,66.7204,16.5567,7.47336,-9999,-9999,1.22599,
20090416,20090422,AR2,-9999,65.3157,17.874,4.71684,17.87,18.516,1.17455,
20090423,20090429,AR2,-9999,70.1149,12.9867,11.4046,18.723,18.674,1.23381,
20090430,20090506,AR2,33.83197917,43.8815,15.5097,-4.29913,13.728,14.959,0.48903,
20090507,20090513,AR2,80.84848264,67.5774,32.6156,7.4451,17.922,19.606,0.487331,
20090514,20090520,AR2,97.34152541,52.9319,54.263,5.77945,18.476,20.859,0.233094,
20090521,20090527,AR2,96.37522917,44.9228,53.4396,4.20603,19.494,23.215,0.0681712,
20090528,20090603,AR2,97.15934722,51.7799,46.3112,13.2123,22.326,25.126,-0.671208,
20090604,20090610,AR2,92.63365972,43.0654,46.3391,13.2185,23.539,26.343,-0.493154,
20090611,20090617,AR2,111.5278611,66.2933,35.8972,15.4441,24.505,27.31,-0.680672,
20090618,20090624,AR2,101.2058611,92.674,14.8654,15.0952,28.069,29.508,-0.95292,
20090625,20090701,AR2,117.2345903,63.1918,45.5868,17.0032,27.858,32.044,-0.888056,
20090702,20090708,AR2,110.9236215,50.1825,62.122,10.8984,26.739,31.273,-0.472505,
20090709,20090715,AR2,102.9412906,49.4974,50.8541,17.408,32.817,34.472,0.0110407,
20090716,20090722,AR2,98.8666958,42.9473,50.5139,3.49804,24.87,29.616,-0.0709689,
20090723,20090729,AR2,110.7049653,13.3904,59.0881,6.28557,26.006,30.969,0.542164,
20090730,20090805,AR2,114.9059236,20.2443,64.2381,11.5479,26.181,29.469,1.53521,
20090806,20090812,AR2,100.4729583,19.0996,70.4821,6.6507,28.306,31.317,1.74021,
20090813,20090819,AR2,-9999,19.844,57.8781,7.58194,27.286,30.737,1.32424,
20090820,20090826,AR2,-9999,35.7138,49.8133,14.5725,28.304,29.997,-0.496234,
20090827,20090902,AR2,95.58867361,40.6076,53.9224,-1.59391,21.971,27.074,-0.965957,
20090903,20090909,AR2,88.15814583,34.0851,45.8369,-0.372723,22.895,27.059,-0.758688,
20090910,20090916,AR2,60.71659028,42.6391,31.0492,-10.5707,20.087,23.758,0.128965,
20090917,20090923,AR2,73.62720139,34.4327,49.7903,-7.35065,17.992,22.443,-0.79423,
20090924,20090930,AR2,57.98521181,37.6275,32.5055,-5.38343,17.712,19.485,-0.35667,
20091001,20091007,AR2,45.05750347,18.6586,38.5036,-15.788,13.308,17.848,-0.126709,
20091008,20091014,AR2,20.88576042,13.3965,21.2926,-20.6063,6.559,10.491,0.143985,
20091015,20091021,AR2,60.54360417,31.9648,24.642,-4.90925,15.22,15.419,0.373413,
20091022,20091028,AR2,33.86357986,32.1368,23.2063,-19.252,9.257,10.506,0.477554,
20091029,20091104,AR2,32.00575694,32.1641,20.5714,-15.2126,10.385,10.101,0.0264967,
20091105,20091111,AR2,22.74653125,20.2616,8.79212,-3.09206,15.708,14.317,0.212492,
20091112,20091118,AR2,8.455072917,19.8358,11.4548,-22.3125,8.796,9.988,0.25596,
20091119,20091125,AR2,19.44286806,14.596,23.5436,-17.9078,6.428,7.107,-0.0268617,
20091126,20091202,AR2,11.13096875,10.1148,19.421,-15.633,6.177,6.299,-0.139523,
20091203,20091209,AR2,0.944274306,7.48582,27.9151,-30.3552,-4.956,0.309,-0.0885478,
20091210,20091216,AR2,12.12914583,4.49371,17.1129,-11.4918,-0.292,-0.135,0.131725,
20091217,20091223,AR2,13.19712153,8.46687,14.4177,-9.96489,3.754,3.089,-0.163701,
20091224,20091231,AR2,12.05077976,10.3509,36.0108,-15.5291,-1.258,0.444,0.254566,
20100101,20100107,AR2,-9999,2.42423,31.1173,-20.2472,-3.274,-0.096,0.326876,
20100108,20100114,AR2,15.62296875,2.67216,27.6288,-10.1051,-1.173,-1.394,-0.187936,
20100115,20100121,AR2,23.86257639,4.8682,18.1985,-1.87299,4.014,2.636,-0.529361,
20100122,20100128,AR2,24.53131944,19.0807,11.049,-12.5181,3.989,4.431,0.0399118,
20100129,20100204,AR2,11.92811806,17.181,19.7813,-12.4368,-2.678,0.86,-0.125281,
20100205,20100211,AR2,22.02954514,19.8374,16.3431,-10.2587,-0.992,1.243,0.0471386,
20100212,20100218,AR2,44.65235069,24.2759,42.5332,-0.627318,2.194,1.992,0.0429272,
20100219,20100225,AR2,27.93610764,26.887,24.8989,-9.90615,-1.01,1.991,0.108201,
20100226,20100304,AR2,47.00497141,23.5405,26.1334,0.449134,4.723,4.976,0.207362,
20100305,20100311,AR2,32.01913889,24.2275,17.6899,-3.70009,8.751,8.878,0.0736641,
20100312,20100318,AR2,58.44952431,28.9382,50.3622,1.44415,6.958,8.305,-0.203306,
20100319,20100325,AR2,50.59514583,33.5392,43.5141,-6.74523,5.758,7.576,0.145075,
20100326,20100401,AR2,73.51393614,43.592,35.9114,11.745,14.852,12.824,0.184466,
20100402,20100408,AR2,72.74608681,37.6583,57.1585,6.00297,14.981,16.994,0.099732,
20100409,20100415,AR2,79.48613542,25.337,54.2495,12.3902,18.325,19.096,-0.0287224,
20100416,20100422,AR2,59.08061458,38.8113,28.7352,-6.97702,12.873,15.302,-0.26045,
20100423,20100429,AR2,105.1122431,73.9304,58.5011,9.32249,15.937,17.81,-1.21499,
20100430,20100506,AR2,113.5086424,59.8276,63.2681,10.0385,17.412,21.123,-2.38213,
20100507,20100513,AR2,109.4184167,46.4588,95.0533,4.5684,15.488,21.175,-2.32288,
20100514,20100520,AR2,115.4389931,57.0601,68.9514,3.43055,16.619,21.597,-2.95315,
20100521,20100527,AR2,113.6775797,101.75,17.2888,8.33088,22.589,23.513,-3.31672,
20100528,20100603,AR2,155.7650521,104.457,41.1872,15.5563,24.439,27.027,-4.71829,
20100604,20100610,AR2,137.7016736,74.0318,59.1495,16.0919,27.004,29.295,-2.02741,
20100611,20100617,AR2,125.4391597,100.182,37.7287,3.49124,25.202,27.522,-0.968482,
20100618,20100624,AR2,156.6847432,118.549,16.5958,10.1123,28.682,29.579,-2.93805,
20100625,20100701,AR2,141.1655313,84.8982,45.9674,8.84049,26.632,29.804,-3.1455,
20100702,20100708,AR2,94.62155556,65.9714,39.2517,-0.782512,24.165,27.176,-0.916146,
20100709,20100715,AR2,155.8236424,58.8301,84.6649,14.5174,27.884,30.685,-0.572725,
20100716,20100722,AR2,134.2632014,33.9454,107.347,14.2207,30.423,33.423,0.837214,
20100723,20100729,AR2,123.1161007,55.948,72.6624,2.13529,27.161,30.607,1.04586,
20100730,20100805,AR2,139.7673333,35.0818,96.4609,10.9773,30.451,33.814,0.876411,
20100806,20100812,AR2,129.5384479,17.9611,102.772,11.2704,30.351,34.425,0.688372,
20100813,20100819,AR2,92.16931124,37.9094,63.473,-1.93879,26.468,31.057,1.42705,
20100820,20100826,AR2,121.4827118,45.8566,80.5478,4.17781,25.983,30.176,-0.018459,
