TIMESTAMP_START,TIMESTAMP_END,Site,Net Radiation,Latent Heat,Sensible Heat,Soil Heat Flux,Air Temp,Soil Temp,CO2 Flux,Fire
19990319,19990325,WCr,-9999,5.87278,52.3538,-2.77614,-0.85,1.099,0.96988,0
20060430,20060506,Syv,69.72688542,18.2036,32.4623,2.74437,8.175,8.473,0.96689,0
20070416,20070422,Ha1,120.2012639,24.1506,56.649,-9999,8.824,4.962,0.966871,0
19990226,19990304,Ha1,63.26388889,10.2759,50.2612,-9999,0.713,1.447,0.966625,0
19940205,19940211,Ha1,10.0900974,6.09063,21.3574,-9999,-0.182,0.96,0.966137,0
20010205,20010211,Blo,25.49964931,11.2125,-3.93185,-3.53772,0.063,1.556,0.965738,0
20050129,20050204,Syv,19.26830903,1.42899,9.1673,-1.60377,-1.862,-0.087,0.964822,0
20071203,20071209,Ha1,27.76125,4.05271,-0.194026,-9999,-5.1,0.775,0.963705,0
20041014,20041020,Syv,23.04875418,8.39235,5.3268,-7.82736,1.941,6.026,0.961639,0
20120429,20120505,Ha1,74.27083333,19.3249,58.7805,-9999,8.286,9.447,0.959818,0
19980312,19980318,Ha1,23.07440476,12.0043,52.52,-9999,-4.299,1.092,0.959483,0
20061015,20061021,Syv,25.26423958,8.06864,-3.34656,-6.54313,1.756,4.248,0.959125,0
20001209,20001215,Blo,22.36404861,8.2336,1.13148,-5.00601,2.531,3.894,0.958468,0
20030820,20030826,Blo,153.4731215,83.4158,46.0961,2.97354,19.215,18.756,0.955153,0
20051126,20051202,Blo,1.817280363,7.02291,-5.78435,-4.65846,2.748,4.14,0.954664,0
20140716,20140722,Me2,159.901981,79.1391,72.1492,0.941963,18.833,16.858,0.954183,0
20050514,20050520,Syv,52.41196528,25.0952,29.3947,8.2411,7.674,8.042,0.953124,0
19941210,19941216,Ha1,-9999,1.69602,1.85822,-9999,-4.682,2.838,0.9528,0
20000311,20000317,WCr,-9999,9.07195,35.3131,-6.09327,-2.039,0.63,0.951779,0
19991217,19991223,Blo,19.18675253,40.4001,-12.601,-2.36307,10.151,4.543,0.948752,0
20051105,20051111,Syv,-9999,9.43206,-1.59484,-8.90624,2.422,5.23,0.948694,0
20021008,20021014,Syv,23.33412153,23.1892,8.86858,-6.62104,6.751,7.199,0.947786,0
19961014,19961020,Ha1,39.15625,15.7502,19.1839,-9999,8.648,10.535,0.946258,0
20011126,20011202,WCr,9.417052083,0.159748,-0.311843,1.24678,-2.23,3.677,0.944037,0
20001014,20001020,Ha1,-9999,27.7571,12.345,-9999,8.276,9.58,0.940592,0
20140115,20140121,Me2,-3.908836806,9.49256,14.9666,-1.85056,6.501,0.158,0.940041,0
20131217,20131223,Me2,-9.034673611,10.7874,-8.6991,-1.03095,2.565,0.153,0.939561,0
19950219,19950225,Ha1,45.47222222,10.0895,35.9781,-9999,-1.393,0.674,0.937282,0
19960101,19960107,Ha1,24.55689103,2.4851,7.13126,-9999,-10.793,4.107,0.936386,0
20021112,20021118,WCr,27.02643229,3.53937,17.9185,-0.318321,-3.54,2.127,0.936134,0
20051224,20051231,Ha1,30.12822902,2.27654,-2.25617,-9999,0.986,0.824,0.936086,0
20131105,20131111,Me2,14.65327083,20.1328,-4.22451,-1.47454,4.578,4.118,0.935957,0
20020326,20020401,WCr,81.58812153,8.58528,49.4899,6.14708,-0.736,1,0.934671,0
19960520,19960526,Ha1,143.821158,61.6227,115.864,-9999,15.192,11.993,0.933942,0
20121104,20121110,WCr,25.22873234,3.5294,6.50403,-2.39962,1.17,3.662,0.932962,0
20000325,20000331,WCr,76.85826042,10.3201,44.4113,-1.03533,3.129,3.226,0.931381,0
20010326,20010401,WCr,80.1994375,6.85664,40.7633,7.97742,-0.781,1.235,0.93116,0
20010521,20010527,Blo,204.2115868,101.553,84.1934,9.11194,19.577,17.001,0.930874,0
20021217,20021223,Blo,19.13246528,10.5778,-15.8073,-6.65002,-0.574,2.066,0.930614,0
20041209,20041215,WCr,11.65216667,0.114673,8.33827,0.124991,-5.052,3.303,0.928845,0
20000219,20000225,WCr,42.11034115,2.66734,9.64797,-3.31652,2.234,0.536,0.928844,0
20140108,20140114,WCr,11.844625,2.51163,2.12464,-0.857937,-9.31,0.826,0.927498,0
20031203,20031209,Blo,17.60001389,16.6973,-4.94578,-3.49447,5.372,5.589,0.925243,0
20030101,20030107,WCr,-9999,1.36502,3.58347,4.6973,-5.162,-0.241,0.925001,0
19921007,19921013,Ha1,39.60875055,29.7654,15.3609,-9999,14.441,13.342,0.924969,0
20021022,20021028,Ha1,-9999,11.488,14.7048,-9999,3.198,0.885,0.924673,0
20050129,20050204,WCr,18.95697569,1.40815,10.1729,3.85123,-0.574,0.918,0.923656,0
20051119,20051125,Syv,-9999,0.330801,-1.16152,-10.2588,-6.29,2.003,0.922843,0
20011112,20011118,Syv,-9999,5.32616,-9.15612,5.63363,7.707,6.437,0.921316,0
20050716,20050722,Me2,191.5475694,71.2654,104.124,5.84311,20.936,22.352,0.920918,0
20140312,20140318,WCr,70.40642708,6.88769,42.537,1.1315,-6.68,1.128,0.920592,0
19970205,19970211,Ha1,40.52777778,11.1201,27.3479,-9999,-3.49,0.942,0.920442,0
19960108,19960114,Ha1,13.14484127,4.71122,6.88057,-9999,-7.267,3.913,0.919831,0
20121104,20121110,Syv,24.43828125,7.3763,-0.614206,-9999,0.744,7.005,0.919713,0
19991119,19991125,WCr,-9999,4.55871,-11.4585,-5.26309,2.313,3.788,0.919663,0
20120826,20120901,Syv,136.264941,65.324,15.1274,-9999,20.391,17.753,0.916141,0
20021224,20021231,Blo,10.21210417,2.13413,-19.4238,-5.43091,1.654,1.781,0.915838,0
20021029,20021104,WCr,30.46522569,4.83141,27.8251,-2.38558,-1.291,3.257,0.913721,0
20011015,20011021,Ha1,51.48611111,22.7557,15.7642,-9999,9.776,9.24,0.913666,0
20021217,20021223,Me2,1.18125,23.6186,-30.0915,-3.28749,-2.234,-0.244,0.909629,0
20020402,20020408,WCr,68.38986806,6.42544,40.0508,6.45076,-1.836,1.124,0.909551,0
20041104,20041110,Syv,9.786496528,11.1202,0.308676,-9.50961,1.909,4.1,0.908755,0
20071210,20071216,Ha1,12.64090972,3.16818,-18.3487,-9999,-4.627,0.942,0.908689,0
20120506,20120512,WCr,141.8591226,29.0394,58.3281,7.5982,11.311,11.248,0.902395,0
20131119,20131125,WCr,15.61945833,5.54048,3.02312,-4.67285,-5.677,2.058,0.90196,0
20141022,20141028,Me2,44.82830556,40.0103,-10.7901,-1.36889,6.17,7.088,0.90078,0
19980219,19980225,Ha1,9.465277778,5.49022,1.02624,-9999,0.94,1.736,0.900301,0
20040226,20040303,Syv,32.1431875,5.16319,2.36438,-0.0804107,0.484,0.048,0.897438,0
20061203,20061209,Syv,0.374493056,9.41024,-6.90566,-6.74371,-11.486,0.873,0.89318,0
19970129,19970204,Ha1,27.68055556,8.54751,15.1947,-9999,-4.502,0.776,0.89195,0
20071224,20071231,Ha1,12.89780357,2.22246,0.406298,-9999,-0.162,1.388,0.890226,0
20091022,20091028,Ha1,-9999,42.8682,12.5935,-9999,-5.367,15.882,0.885291,0
19990219,19990225,Ha1,67.40253623,11.9957,68.6165,-9999,-6.485,1.366,0.885042,0
20000408,20000414,WCr,121.2594931,13.9843,70.3017,-1.57699,0.913,2.46,0.882701,0
19990305,19990311,Ha1,77.36458333,9.25806,94.4036,-9999,-5.21,1.596,0.881536,0
20121028,20121103,WCr,20.27395139,7.3392,21.9397,-7.25968,0.064,3.975,0.880888,0
19980226,19980304,Ha1,23.71973684,5.92402,25.8202,-9999,2.966,1.853,0.878573,0
20061008,20061014,Syv,24.49227431,9.43869,6.50113,-11.1999,1.683,6.441,0.878427,0
19920422,19920428,Ha1,-9999,13.7251,43.3394,-9999,6.365,6.468,0.878208,0
20040513,20040519,Syv,94.0503125,24.6662,49.2042,4.28011,8.718,10.06,0.877761,0
20010319,20010325,WCr,78.86201736,8.06667,49.9849,8.42715,-2.857,1.346,0.877211,0
20050402,20050408,Ha1,-9.296085859,15.8889,46.1092,-9999,8.004,4.542,0.876911,0
20041118,20041124,Syv,-3.658878472,6.09544,-2.99359,-11.1543,-0.473,2.993,0.876117,0
20060416,20060422,Syv,82.91601736,22.2495,37.8203,5.34347,8.675,7.752,0.873913,0
20031224,20031231,WCr,-9999,1.53564,-0.18473,5.23569,-3.135,2.336,0.873113,0
19980319,19980325,Ha1,-9999,10.4829,46.1448,-9999,-1.76,1.169,0.872294,0
20021015,20021021,Ha1,-9999,12.0081,1.08111,-9999,6.27,0.873,0.871147,0
20011119,20011125,Syv,-9999,3.84255,-11.9486,-3.51243,2.175,4.411,0.870201,0
20001118,20001124,Blo,27.19069444,16.3375,17.8803,-4.91413,6.095,3.068,0.869727,0
20001118,20001124,WCr,14.83151389,1.84039,10.8134,1.91322,-7.88,3.633,0.867901,0
20050319,20050325,WCr,78.44758681,6.78885,50.6018,4.44332,-1.846,1.271,0.865376,0
20030521,20030527,WCr,160.4080074,39.8955,78.1563,15.3583,13.429,11.115,0.864469,0
20071029,20071104,Ha1,30.92841667,8.28505,12.7137,-9999,6.016,7.335,0.864307,0
19920212,19920218,Ha1,41.42361111,9.96015,24.6355,-9999,-0.505,-0.033,0.860995,0
20031029,20031104,Syv,8.670704861,1.71945,-0.0882563,-7.7339,-0.661,3.467,0.860209,0
20040325,20040331,Ha1,62.25227273,7.14862,43.3505,-9999,5.089,1.987,0.859363,0
20060402,20060408,WCr,107.9030208,13.5731,57.6532,8.06614,3.427,3.927,0.856164,0
20131203,20131209,Me2,-8.097663194,12.3757,6.56293,-0.32643,-11.522,0.441,0.85573,0
20131029,20131104,Syv,29.83684028,30.4164,-10.4617,-9999,2.776,4.632,0.854986,0
20061022,20061028,WCr,-9999,6.74609,30.5076,-2.15143,0.857,4.854,0.853153,0
20031126,20031202,WCr,-9999,1.00522,2.5409,0.884158,-4.051,2.125,0.851155,0
20111022,20111028,WCr,27.96444207,5.19684,11.912,-0.553441,4.247,7.18,0.848901,0
20110416,20110422,Ha1,113.3333333,28.1151,50.4492,-9999,5.185,4.295,0.848206,0
20000401,20000407,WCr,84.485,13.6214,49.306,-2.6594,2.036,3.146,0.847563,0
20061119,20061125,Syv,-0.960756944,6.91018,-8.29518,-4.85529,2.311,2.013,0.845758,0
20041216,20041222,Syv,1.2584375,0.318056,3.89846,-5.85828,-13.958,0.925,0.845571,0
20031001,20031007,WCr,61.56147917,11.4095,27.3329,4.62527,5.724,7.158,0.8445,0
20030820,20030826,Me2,113.6989722,25.6278,68.7842,3.29508,18.573,19.903,0.844291,0
20060409,20060415,Ha1,152.7,42.4669,91.2264,-9999,10.658,7.27,0.843709,0
20061112,20061118,WCr,-9999,1.80935,9.03205,1.13982,-0.772,3.923,0.842712,0
20000415,20000421,WCr,43.78888194,10.739,22.6405,-3.38952,1.142,2.348,0.840577,0
20041202,20041208,Blo,16.84865625,21.6292,6.81669,-6.0633,2.153,1.773,0.840484,0
20010312,20010318,WCr,59.71877083,6.08133,39.2022,8.23772,-1.655,1.386,0.835757,0
20100409,20100415,Ha1,171.0614035,5.85821,110.23,-9999,8.085,0.263,0.833767,0
20051008,20051014,Syv,40.35789583,29.8451,19.0739,-4.08746,8.336,10.039,0.832473,0
20051224,20051231,Me2,4.011014881,26.7814,-57.9339,-2.04193,2.897,0.495,0.830672,0
20031217,20031223,WCr,-9999,1.47215,6.75974,5.42118,-6.682,1.264,0.830015,0
20131217,20131223,WCr,25.5935,2.99835,2.06535,-0.871449,-9.914,1.54,0.829855,0
20001125,20001201,WCr,6.877354167,1.32829,4.7391,3.03517,-2.503,3.386,0.829375,0
20070122,20070128,Ha1,33.81805556,6.17354,35.9215,-9999,-9.02,-2.129,0.829353,0
20090416,20090422,Ha1,-9999,25.2419,63.6087,-9999,8.049,6.779,0.828126,0
20091105,20091111,Ha1,79.18333333,42.6304,15.652,-9999,-5.095,15.89,0.826056,0
20100423,20100429,Ha1,131.8541667,6.28232,79.3015,-9999,7.91,0.254,0.825478,0
20120401,20120407,Ha1,-9999,27.0212,96.1117,-9999,4.397,7.468,0.824538,0
20080108,20080114,Ha1,-9999,3.92554,-31.7298,-9999,2.97,1.855,0.822377,0
19970604,19970610,Blo,151.6597429,95.2686,38.2904,1.97089,14.745,14.85,0.819645,0
20041014,20041020,Blo,26.51900694,13.425,13.0717,-4.83279,9.467,9.971,0.818236,0
20070212,20070218,Ha1,55.53229861,7.0057,55.5425,-9999,-9.269,-1.532,0.816629,0
20130101,20130107,Syv,14.05988749,6.29057,-4.81086,-9999,-7.58,7.545,0.81508,0
19960408,19960414,Ha1,70.67223085,15.418,9.76066,-9999,2.279,2.748,0.810891,0
20060326,20060401,WCr,93.38007639,4.82101,39.8021,6.1165,4.348,1.513,0.809371,0
20130820,20130826,Syv,149.3959918,98.8996,9.209,-9999,20.283,12.053,0.808495,0
20140917,20140923,Me2,94.88315972,19.8706,70.2057,2.55198,17.773,15.439,0.80771,0
20050212,20050218,WCr,30.22947222,2.00154,41.8127,4.42344,-6.928,1.114,0.804243,0
20010514,20010520,Blo,181.029684,76.8094,85.0729,9.22573,16.605,15.112,0.802916,0
20050326,20050401,Syv,-9999,5.60284,20.9857,0.430345,4.55,0.269,0.802482,0
20091224,20091231,Ha1,49.85119048,42.2538,-0.786677,-9999,-5.577,15.88,0.801832,0
20000122,20000128,Blo,36.96876389,19.7913,4.98416,-2.18658,3.731,4.622,0.799111,0
20130827,20130902,Syv,-9999,109.596,10.1767,-9999,19.53,10.722,0.796268,0
19990129,19990204,Blo,-9999,16.9013,22.3207,-9999,6.53,7.856,0.795814,0
19991126,19991202,Blo,31.64756117,23.0332,-1.77926,-5.76044,5.797,4.934,0.794286,0
19991126,19991202,WCr,-9.633093981,3.24639,-2.33879,-9.01668,-1.727,1.727,0.792747,0
19991203,19991209,WCr,3.775846706,2.32576,11.7397,-7.96614,-1.449,0.983,0.791729,0
20040219,20040225,WCr,21.45921528,2.14324,13.9175,9.55862,-2.584,0.515,0.789647,0
20031015,20031021,Syv,32.21995139,9.29923,15.7797,-5.62428,5.753,7.488,0.789007,0
20130730,20130805,Me2,145.6755174,50.3287,79.4713,2.98195,17.747,18.173,0.788239,0
19920415,19920421,Ha1,-9999,12.9941,57.0446,-9999,4.179,3.34,0.788149,0
20050312,20050318,WCr,76.76333004,4.42463,54.9332,4.67052,-7.774,1.094,0.787719,0
20131112,20131118,Syv,17.66798264,18.3971,-13.9356,-9999,-0.042,2.538,0.785567,0
20050108,20050114,Syv,9.403378472,0.762564,7.54545,-5.23853,-12.121,-0.129,0.78404,0
20131224,20131231,WCr,28.99741887,3.56955,9.09021,0.0565208,-14.114,1.692,0.783483,0
20061105,20061111,Syv,-9999,4.03118,2.51949,-4.24997,3.015,3.731,0.779589,0
20120930,20121006,Syv,77.65645833,25.1462,22.4472,-9999,8.624,8.27,0.779047,0
20010806,20010812,Syv,-9999,59.9837,8.74863,3.50015,20.269,19.781,0.778749,0
20061105,20061111,WCr,-9999,1.97429,8.80308,5.57635,4.103,5.637,0.778174,0
20021119,20021125,WCr,6.953947917,1.772,8.20561,2.28277,-3.258,1.742,0.777907,0
20090716,20090722,Me2,192.5296389,113.772,81.7516,5.53866,22.076,21.18,0.775865,0
20100319,20100325,Ha1,115.2430556,41.7899,45.5132,-9999,7.435,15.882,0.775841,0
20010108,20010114,WCr,16.85503472,0.897299,6.19302,6.97157,-3.258,1.79,0.775522,0
20020514,20020520,WCr,116.9902941,32.4124,71.2115,15.1025,5.67,7.175,0.77462,0
20100723,20100729,Me2,160.7496661,91.7288,60.4826,-9999,21.522,19.454,0.77333,0
20040415,20040421,Syv,71.10735417,13.4437,7.59011,6.20574,5.862,5.876,0.773019,0
19950129,19950204,Ha1,36.75,8.13907,33.0409,-9999,-4.966,0.427,0.771174,0
19970416,19970422,Ha1,100.2782051,19.7416,49.6109,-9999,6.348,4.696,0.769643,0
20050205,20050211,WCr,29.67763889,2.07032,10.7553,4.17278,-4.172,1.003,0.768599,0
20060326,20060401,Syv,86.97853819,4.74801,30.6578,0.311863,3.135,0.401,0.768409,0
19931008,19931014,Ha1,45.66269841,69.9093,33.9287,-9999,17.668,9.879,0.766773,0
20020312,20020318,WCr,66.68451736,7.36522,46.3499,6.01444,-1.799,0.859,0.765077,0
20080226,20080303,Ha1,-9999,15.2306,14.1753,-9999,-4.43,0.837,0.764359,0
20061029,20061104,Syv,-9999,7.17954,13.5321,-9.74101,-2.586,1.388,0.763865,0
20050326,20050401,Ha1,-10.62472019,8.6686,48.6073,-9999,3.852,0.381,0.762934,0
20051203,20051209,Me2,3.7149375,19.3416,-8.00805,-2.25878,-3.953,0.551,0.760775,0
19980122,19980128,Ha1,8.15625,4.3696,10.5267,-9999,-4.835,1.657,0.760693,0
19950205,19950211,Ha1,48.62047101,10.5366,45.5992,-9999,-9.477,0.4,0.757257,0
20001125,20001201,Blo,28.23140603,18.7659,9.15251,-2.15786,6.58,5.005,0.757109,0
20140219,20140225,Me2,-9999,63.5637,-25.8778,-1.48155,-1.001,-0.005,0.756318,0
20061126,20061202,Syv,1.718065519,5.67123,1.32084,-6.91091,-4.447,2.127,0.755743,0
19910827,19910902,Ha1,-9999,11.1391,20.6119,-9999,-9999,-9999,0.754549,0
20011008,20011014,Blo,84.79566319,34.7063,51.0207,-1.53135,15.708,12.126,0.752114,0
19990820,19990826,Blo,166.2246372,91.4688,53.7979,7.18768,21.937,18.629,0.752094,0
20040219,20040225,Syv,19.87168056,3.291,10.7843,-0.969768,-3.919,0.003,0.750796,0
20021224,20021231,WCr,2.80563842,1.11372,7.3285,6.28664,-4.724,0.313,0.750591,0
19911008,19911014,Ha1,-9999,11.1391,21.146,-9999,-9999,-9999,0.750286,0
19910917,19910923,Ha1,-9999,11.1391,21.1727,-9999,-9999,-9999,0.749291,0
20090723,20090729,Me2,197.7484861,118.902,97.2609,6.21292,22.832,22.523,0.748572,0
19910813,19910819,Ha1,-9999,11.1264,19.7266,-9999,-9999,-9999,0.747854,0
20140219,20140225,WCr,53.29224653,8.83213,32.3595,0.726354,-10.748,1.064,0.747147,0
20121209,20121215,Syv,11.41438194,10.1009,-2.78774,-9999,-4.227,7.333,0.745325,0
20030723,20030729,Me2,226.1781389,52.9496,109.675,7.79745,23.911,26.191,0.745146,0
19910820,19910826,Ha1,-9999,10.7799,21.5464,-9999,-9999,-9999,0.744924,0
20131224,20131231,Me2,-16.72082143,7.43893,-2.9524,-1.59919,5.626,0.177,0.744837,0
20041202,20041208,Syv,4.820618056,0.980508,-5.91736,-6.20452,-5.186,1.2,0.743509,0
20011210,20011216,WCr,-9999,0.979441,3.41243,1.06692,-1.171,0.832,0.742848,0
19910806,19910812,Ha1,-9999,11.1391,19.6202,-9999,-9999,-9999,0.742232,0
20140212,20140218,Me2,38.86715278,54.5669,-29.2776,-1.75388,1.753,-0.058,0.741786,0
20140101,20140107,WCr,13.12690972,4.32545,3.40214,-0.685168,-21.567,0.997,0.741178,0
19920226,19920303,Ha1,40.22148112,10.0561,47.164,-9999,-1.948,0.542,0.740351,0
19910903,19910909,Ha1,-9999,11.1264,19.7124,-9999,-9999,-9999,0.739931,0
19980514,19980520,Ha1,174.3469203,54.9533,89.1223,-9999,17.024,12.289,0.739777,0
19950226,19950304,Ha1,43.85353535,15.8115,37.4402,-9999,-5.665,0.551,0.739691,0
20040212,20040218,WCr,57.31744444,2.70464,48.4652,8.86253,-8.967,0.422,0.739542,0
20141119,20141125,Syv,17.88939236,11.7924,-5.10479,-9999,-6.343,1.29,0.739425,0
20041125,20041201,Syv,1.923409722,3.07057,-2.84933,-8.86469,-5.099,0.917,0.739364,0
19910910,19910916,Ha1,-9999,10.7799,21.8753,-9999,-9999,-9999,0.739013,0
19911022,19911028,Ha1,-9999,10.7799,25.2234,-9999,6.607,9.173,0.738251,0
20041223,20041231,WCr,15.48620573,0.22571,21.0935,0.736363,-11.597,1.522,0.736153,0
19911001,19911007,Ha1,-9999,10.7799,21.9868,-9999,-9999,-9999,0.735858,0
19911015,19911021,Ha1,-9999,11.1264,20.1782,-9999,6.676,8.957,0.734881,0
20131210,20131216,WCr,37.40365049,3.79696,3.5587,-2.1374,-18.211,1.199,0.734816,0
20071217,20071223,Ha1,26.20958333,1.45202,-3.8402,-9999,-3.661,1.208,0.734375,0
20010305,20010311,WCr,54.14768403,4.48243,39.3528,8.24087,-5.742,1.402,0.733836,0
19910924,19910930,Ha1,-9999,11.1264,20.1643,-9999,-9999,-9999,0.733404,0
20070514,20070520,Syv,-9999,46.0159,46.2434,3.35998,9.458,10.63,0.733202,0
20051217,20051223,Syv,-9999,1.01275,0.225229,-5.47297,-10.343,-0.09,0.733116,0
20061210,20061216,Syv,0.297885417,2.3148,-16.9789,-5.66282,-0.785,1.348,0.730443,0
20070205,20070211,Ha1,50.9325119,7.52999,46.6234,-9999,-10.582,-2.1,0.72858,0
20121202,20121208,Syv,8.596038194,10.8697,-8.74214,-9999,-1.694,7.145,0.728571,0
20141001,20141007,Me2,78.81982292,26.8322,66.7972,0.0126577,17.258,10.143,0.72812,0
19910108,19910114,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910129,19910204,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910219,19910225,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910312,19910318,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910402,19910408,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910423,19910429,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910514,19910520,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910604,19910610,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910625,19910701,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19910716,19910722,Ha1,-9999,11.1391,18.5617,-9999,-9999,-9999,0.725809,0
19991210,19991216,WCr,-9999,2.04985,14.2074,-7.69536,-3.304,0.148,0.725231,0
20130903,20130909,Syv,-9999,109.69,12.543,-9999,17.505,10.685,0.724282,0
20060108,20060114,Me2,9.597222222,38.3188,-68.7427,-1.85232,1.221,0.413,0.723793,0
20061022,20061028,Syv,25.64280556,8.87379,17.4621,-8.52723,-0.396,2.631,0.72366,0
20041223,20041231,Syv,0.335614583,0.305238,9.44264,-6.57959,-12.584,0.179,0.722711,0
19910101,19910107,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910122,19910128,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910212,19910218,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910305,19910311,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910326,19910401,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910416,19910422,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910507,19910513,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910528,19910603,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910618,19910624,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910709,19910715,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19910730,19910805,Ha1,-9999,10.7799,20.5018,-9999,-9999,-9999,0.722691,0
19980205,19980211,Ha1,5.416666667,5.08033,28.717,-9999,-1.018,2.084,0.722552,0
20040129,20040204,Syv,26.09740972,1.87866,15.4897,-4.21722,-14.961,0.253,0.719342,0
20140129,20140204,WCr,26.13150916,7.02818,7.29387,-0.0639851,-15.085,0.806,0.719062,0
20040909,20040915,Syv,75.18204861,51.4377,-3.51547,5.14429,17.618,15.658,0.718933,0
20030205,20030211,Ks2,50.75778125,30.9116,7.28204,-9999,16.439,-9999,0.718688,0
20140101,20140107,Me2,-13.61831597,8.84469,2.84917,-2.32059,2.528,0.017,0.718608,0
20120909,20120915,Syv,79.81926042,61.6413,-7.23668,-9999,15.918,13.765,0.717091,0
20010917,20010923,Blo,126.4978889,41.9498,82.3533,2.5611,19.54,16.97,0.714903,0
19910115,19910121,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910205,19910211,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910226,19910304,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910319,19910325,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910409,19910415,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910430,19910506,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910521,19910527,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910611,19910617,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910702,19910708,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
19910723,19910729,Ha1,-9999,11.1264,17.4225,-9999,-9999,-9999,0.714035,0
20130924,20130930,WCr,72.84131448,61.8916,11.829,4.27192,13.944,13.36,0.713033,0
19990205,19990211,WCr,-9999,3.68356,2.38401,-4.70963,-0.851,2.892,0.712979,0
20140115,20140121,WCr,22.15384073,7.78112,14.2385,0.749375,-13.253,1.323,0.711666,0
19980129,19980204,Ha1,9.416364734,3.7643,15.3439,-9999,-0.344,2.007,0.710996,0
20001216,20001222,Ha1,5.924818841,12.6886,-7.61186,-9999,-1.993,-0.267,0.710297,0
20070108,20070114,Syv,4.527631944,7.02916,8.13339,-4.86871,-10.301,0.019,0.710245,0
19980430,19980506,Blo,65.543,28.2268,24.5425,-0.338867,6.582,9.199,0.710136,0
20060101,20060107,Syv,5.463465278,-0.710624,-9.20779,-3.41483,-4.309,0.805,0.710002,0
19920219,19920225,Ha1,17.54509772,6.56753,16.079,-9999,-0.052,0.532,0.70968,0
20120916,20120922,Syv,72.83220833,44.8677,1.11516,-9999,8.092,9.632,0.709413,0
20020319,20020325,WCr,83.58075,5.46904,64.6712,6.35245,-8.148,0.921,0.708094,0
20080101,20080107,Ha1,-9999,2.31784,-16.9956,-9999,-4.402,1.332,0.707795,0
19990305,19990311,WCr,62.00357986,5.29508,50.8579,-4.04559,-6.735,0.307,0.707725,0
20030903,20030909,Blo,140.4400174,68.524,46.4445,0.573339,18.702,17.432,0.707266,0
20121223,20121231,Me2,14.93716146,22.7589,-4.38126,-2.60686,-4.098,0.576,0.706343,0
20060305,20060311,Syv,-9999,4.13532,15.5192,-2.80785,-1.05,0.474,0.706163,0
19920115,19920121,Ha1,7.564146904,11.1391,27.0043,-9999,-4.53,-1.27,0.705069,0
20080205,20080211,Ha1,-9999,13.0475,0.922074,-9999,-2.846,1.155,0.704802,0
20100416,20100422,Ha1,126.38,6.14467,60.5093,-9999,7.633,0.257,0.704405,0
20050115,20050121,Syv,1.092444444,0.666144,5.29098,-8.8802,-18.531,-0.53,0.704195,0
20070514,20070520,Ha1,109.5572976,28.2494,41.9737,-9999,10.345,10.094,0.703761,0
19990129,19990204,WCr,-9999,4.18769,6.74446,-4.7123,-3.183,1.697,0.702435,0
19940101,19940107,Ha1,3.302083333,4.8604,4.42564,-9999,-0.418,0.742,0.701794,0
20100924,20100930,Me2,94.0821615,43.9212,55.8994,-9999,17.329,13.686,0.70123,0
20021105,20021111,Syv,3.453847222,2.20959,-7.12655,-6.10949,2.228,2.222,0.700959,0
20140528,20140603,Syv,180.8664792,78.9741,30.2199,-9999,18.626,14.721,0.699794,0
19920325,19920331,Ha1,75.36988636,12.9582,24.0173,-9999,3.002,0.697,0.69975,0
