TIMESTAMP_START,TIMESTAMP_END,Site,Net Radiation,Latent Heat,Sensible Heat,Soil Heat Flux,Air Temp,Soil Temp,CO2 Flux
20121125,20121201,Tw1,32.34764236,19.9458,5.39903,-9999,11.933,9.32,1.12116
20121202,20121208,Tw1,31.42255556,20.0269,7.206,-9999,11.539,10.666,1.36894
20121209,20121215,Tw1,36.82605208,23.9805,9.55379,-9999,7.517,8.223,1.81962
20121216,20121222,Tw1,22.60504861,29.9254,-1.93794,-9999,7.549,6.738,1.87462
20121223,20121231,Tw1,21.3818125,21.3827,3.91794,-9999,6.495,6.471,1.79455
20130101,20130107,Tw1,40.47541667,16.8077,12.4948,-9999,5.13,4.738,1.7851
20130108,20130114,Tw1,29.78554167,17.7873,14.6796,-9999,4.768,4.374,1.78774
20130115,20130121,Tw1,59.55469792,18.1172,38.6051,-9999,5.187,2.303,1.86902
20130122,20130128,Tw1,45.5021875,15.2628,15.0435,-9999,8.961,3.895,1.88998
20130129,20130204,Tw1,59.34426042,11.902,36.6822,-9999,9.209,5.653,1.54611
20130205,20130211,Tw1,60.72286111,13.3534,43.8946,-9999,8.021,6.116,1.24759
20130212,20130218,Tw1,85.64627431,16.163,55.8985,-9999,9.624,5.111,1.30179
20130219,20130225,Tw1,78.60042708,17.4864,53.5836,-9999,8.974,5.826,1.29915
20130226,20130304,Tw1,101.9991771,13.1656,68.3218,-9999,12.391,7.12,1.25446
20130305,20130311,Tw1,105.6485382,17.4566,74.8761,-9999,11.056,8.455,1.33951
20130312,20130318,Tw1,118.8365868,19.4158,69.8739,-9999,15.234,9.32,1.26718
20130319,20130325,Tw1,120.593309,21.8455,77.1851,-9999,13.028,10.097,1.36695
20130326,20130401,Tw1,143.0827674,21.4622,80.7032,-9999,15.177,10.955,1.73895
20130402,20130408,Tw1,141.3990486,35.7221,76.1205,-9999,14.925,12.802,2.09539
20130409,20130415,Tw1,176.7387743,47.3452,93.46,-9999,16.236,12.28,2.02286
20130416,20130422,Tw1,187.177309,49.2386,97.2567,-9999,17.582,11.515,1.90922
20130423,20130429,Tw1,195.4327153,54.5227,93.1454,-9999,18.807,13.261,1.49852
20130430,20130506,Tw1,189.0119201,65.9131,73.412,-9999,20.536,14.713,0.328475
20130507,20130513,Tw1,213.5879375,72.4444,79.8428,-9999,19.241,15.107,-0.467909
20130514,20130520,Tw1,217.2149334,93.2938,65.2945,-9999,19.34,15.472,-1.17286
20130521,20130527,Tw1,228.1893958,94.5563,58.8468,-9999,16.1,13.952,-2.22264
20130528,20130603,Tw1,235.7319028,126.167,48.731,-9999,21.03,15.437,-2.61014
20130604,20130610,Tw1,245.3301493,114.729,61.8113,-9999,19.737,16.716,-3.82707
20130611,20130617,Tw1,236.0086042,154.284,23.741,-9999,20.44,16.993,-4.42059
20130618,20130624,Tw1,221.6348993,135.865,16.833,-9999,19.44,16.619,-4.01665
20130625,20130701,Tw1,237.7044201,186.352,-0.918885,-9999,26.056,19.155,-4.8544
20130702,20130708,Tw1,239.0381076,201.704,-3.51851,-9999,23.785,20.207,-5.37566
20130709,20130715,Tw1,240.7062604,184.381,15.6651,-9999,20.86,19.203,-5.86428
20130716,20130722,Tw1,234.6477465,186.656,8.1437,-9999,20.623,18.919,-6.27881
20130723,20130729,Tw1,221.7404375,187.098,-8.29764,-9999,20.851,18.931,-5.79331
20130730,20130805,Tw1,222.5667986,171.721,24.7722,-9999,19.424,18.98,-6.71132
20130806,20130812,Tw1,212.5586458,158.246,29.3871,-9999,18.753,17.106,-8.17219
20130813,20130819,Tw1,199.6147708,184.922,-24.6724,-9999,23.645,19.05,-7.30632
20130820,20130826,Tw1,196.6333715,169.116,1.71571,-9999,20.24,18.177,-6.384
20130827,20130902,Tw1,183.6004583,166.204,-19.7267,-9999,22.208,19.185,-4.44738
20130903,20130909,Tw1,173.3188819,179.411,-32.0037,-9999,22.705,18.694,-6.25404
20130910,20130916,Tw1,153.7368646,139.865,-6.85469,-9999,20.116,17.879,-5.58994
20130917,20130923,Tw1,123.3610694,124.572,-17.0198,-9999,19.006,17.219,-3.06028
20130924,20130930,Tw1,132.1902118,128.4,-8.6247,-9999,18.206,15.209,-2.26583
20131001,20131007,Tw1,115.6943958,117.1,-7.44267,-9999,17.523,14.316,-2.75848
20131008,20131014,Tw1,104.1799479,94.5166,1.40144,-9999,16,12.895,-2.91136
20131015,20131021,Tw1,100.8581458,79.1161,10.0442,-9999,16.642,10.845,-3.03971
20131022,20131028,Tw1,83.58030208,67.3081,-1.13256,-9999,15.047,11.007,-2.52227
20131029,20131104,Tw1,72.83470486,56.8793,12.3514,-9999,13.434,9.727,-1.42981
20131105,20131111,Tw1,70.25897569,50.5694,13.3683,-9999,13.367,8.526,-1.40897
20131112,20131118,Tw1,55.14177431,42.4524,3.47018,-9999,13.045,9.096,-0.598849
20131119,20131125,Tw1,47.10819792,32.791,11.32,-9999,10.39,8.321,0.0686361
20131126,20131202,Tw1,51.35523264,32.6299,18.0952,-9999,10.581,6.564,0.734219
20131203,20131209,Tw1,27.77071181,34.7738,14.5266,-9999,4.253,5.096,1.8578
20131210,20131216,Tw1,48.22669444,22.0233,29.7123,-9999,5.478,2.664,0.344998
20131217,20131223,Tw1,30.05747569,14.7357,24.2398,-9999,8.115,2.659,-0.166212
20131224,20131231,Tw1,40.64977083,17.0396,34.5154,-9999,7.443,2.752,0.134728
20140101,20140107,Tw1,42.66809722,14.7045,29.8307,-9999,8.102,2.328,0.953546
20140108,20140114,Tw1,32.72296181,11.3039,22.6085,-9999,9.606,4.461,1.29159
20140115,20140121,Tw1,54.03603125,14.7173,48.4991,-9999,9.014,3.512,1.80637
20140122,20140128,Tw1,53.47791068,14.8648,41.9498,-9999,11.022,3.801,1.94344
20140129,20140204,Tw1,50.88479861,20.2706,18.8088,-9999,9.816,6.75,1.92188
20140205,20140211,Tw1,40.37953125,15.9025,-1.97878,-9999,10.953,7.02,1.94885
20140212,20140218,Tw1,64.82764236,20.3884,29.0549,-9999,13.17,9.791,2.27497
20140219,20140225,Tw1,92.09511111,28.5366,56.8885,-9999,13.402,9.164,2.12977
20140226,20140304,Tw1,48.02938542,19.9525,2.91877,-9999,12.848,10.016,1.6312
20140305,20140311,Tw1,100.6170868,34.252,49.1259,-9999,15.126,11.409,2.66389
20140312,20140318,Tw1,125.3785104,38.6557,78.5224,-9999,15.725,11.044,2.41279
20140319,20140325,Tw1,140.1919583,32.9289,75.4971,-9999,15.076,10.943,2.44898
20140326,20140401,Tw1,87.52042708,32.5774,21.886,-9999,12.211,11.358,2.51913
20140402,20140408,Tw1,155.3396181,48.5001,75.004,-9999,15.075,10.596,2.37964
20140409,20140415,Tw1,166.5204514,49.9451,92.4606,-9999,17.027,12.246,2.11361
20140416,20140422,Tw1,176.1718715,60.7794,86.1398,-9999,17.461,13.341,2.01613
20140423,20140429,Tw1,174.4345243,62.9304,76.6626,-9999,15.16,12.308,1.55552
20140430,20140506,Tw1,207.0583333,77.5511,82.3245,-9999,19.07,13.727,0.873554
20140507,20140513,Tw1,203.2115451,86.2222,67.8637,-9999,18.288,13.248,0.329181
20140514,20140520,Tw1,206.625809,105.695,45.2571,-9999,20.294,14.166,-0.228501
20140521,20140527,Tw1,235.0654861,127.385,46.5226,-9999,21.563,14.979,-0.946603
20140528,20140603,Tw1,237.4987222,118.602,66.9728,-9999,19.095,14.851,-1.82254
20140604,20140610,Tw1,243.6130833,138.506,42.0586,-9999,23.468,16.418,-1.4405
20140611,20140617,Tw1,239.6654965,136.974,51.5917,-9999,19.48,15.99,-2.49417
20140618,20140624,Tw1,237.6557083,170.937,21.4694,-9999,22.3,16.21,-4.17178
20140625,20140701,Tw1,241.3600417,152.413,38.4072,-9999,21.837,17.119,-5.21627
20140702,20140708,Tw1,230.7818854,166.679,15.2159,-9999,22.572,17.736,-5.44825
20140709,20140715,Tw1,238.418184,149.656,42.1104,-9999,21.181,17.549,-6.1409
20140716,20140722,Tw1,206.1931037,130.186,45.7495,-9999,19.625,17.758,-5.56224
20140723,20140729,Tw1,209.501434,180.258,-3.2955,-9999,24.294,18.177,-4.98292
20140730,20140805,Tw1,192.7166528,147.839,7.29064,-9999,22.015,18.543,-5.02028
20140806,20140812,Tw1,199.4576458,154.84,19.9327,-9999,21.258,18.235,-5.92447
20140813,20140819,Tw1,198.1755694,154.27,24.9001,-9999,20.588,17.577,-5.63751
20140820,20140826,Tw1,188.6128681,134.511,29.4969,-9999,19.707,17.283,-5.041
20140827,20140902,Tw1,173.9282326,158.869,-6.52865,-9999,22.856,17.401,-4.07751
20140903,20140909,Tw1,166.5579757,135.78,15.3775,-9999,19.394,17.164,-4.1393
20140910,20140916,Tw1,156.031184,145.85,-6.87228,-9999,22.788,16.833,-3.23884
20140917,20140923,Tw1,141.8643125,115.79,7.37639,-9999,20.497,17.23,-2.68893
20140924,20140930,Tw1,113.4586632,87.5469,14.4331,-9999,18.55,16.908,-1.15338
20141001,20141007,Tw1,121.1768646,104.499,12.3854,-9999,21.281,15.746,-1.7965
20141008,20141014,Tw1,106.0830833,95.4163,-1.23446,-9999,19.913,15.624,-1.66797
20141015,20141021,Tw1,84.53317708,67.7274,3.852,-9999,17.065,15.137,-0.977168
20141022,20141028,Tw1,79.46069097,64.9017,10.0427,-9999,16.012,14.583,-0.757788
20141029,20141104,Tw1,64.40040972,53.0518,10.9878,-9999,13.956,13.652,1.31968
20141105,20141111,Tw1,77.71000694,51.3109,18.7606,-9999,15.168,12.598,1.3634
20141112,20141118,Tw1,51.43310764,39.2084,11.982,-9999,11.781,12.342,1.75258
20141119,20141125,Tw1,41.23992708,28.5493,12.4354,-9999,10.511,11.272,1.89982
20141126,20141202,Tw1,50.28496875,25.7692,14.3785,-9999,11.049,10.663,2.53479
20141203,20141209,Tw1,35.41903819,16.5385,11.211,-9999,13.327,12.059,2.30747
20141210,20141216,Tw1,19.73889176,12.423,5.91843,-9999,9.853,12.1,2.27323
20141217,20141223,Tw1,31.58639583,31.1662,-15.9635,-9999,11.496,11.846,3.3645
20141224,20141231,Tw1,28.49673214,27.2992,16.2656,-9999,6.944,10.479,2.44478
